TI,DO,pub_id
"Family structure, socioeconomic position and utilization of oral health services among Nigerian senior secondary school pupils",10.1111/j.1752-7325.2012.00362.x,22970821
"Attitudes, subjective norms, and intention to perform routine oral examination for oropharyngeal candidiasis as perceived by primary health-care providers in Nairobi Province",10.1111/j.1752-7325.2012.00353.x,22762414
"Astudy of cephalometric soft tissue profile among adolescents from the three West African countries of Nigeria, Ghana and Senegal",10.1179/1465313312Y.0000000033,23524548
Changes in adolescents' oral health status following oral health promotion activities in Tanzania,10.3109/00016357.2012.680907,22563991
Odontogenic tumours: A review of 266 cases,10.4317/jced.50949,24455045
Nevoid basal cell carcinoma syndrome: A 40-year study in the South African population,10.1111/j.1600-0714.2012.01188.x,22742575
Predictors of Dental caries among children 7-14 years old in Northwest Ethiopia: A community based cross-sectional study,10.1186/1472-6831-13-7,23331467
"Nigerian dental therapy students' knowledge, attitude, and willingness to care for patients with HIV",,Unknown
Évaluation quantitative de la sécrétion et du pouvoir tampon de la salive au cours de la radiothérapie des cancers des voies aéro-digestives supérieures au Sénégals,10.1051/mbcb/2013088,Unknown
Manifestations stomatologiques et infection à VIH au Centrenational hospitalier et universitaire de Cotonou (Bénin),10.1051/mbcb/2013057,Unknown
Facteurs de risque communs aux maladies bucco-dentaires et aux maladies non transmissibles à Cotonou (Bénin),10.1051/mbcb/2013069,Unknown
Appréciation du préjudice de la malnutrition protéino-énergétique sur la santé bucco-dentaire de l’enfant,10.1051/mbcb/2012045,Unknown
Barriers to restorative care as perceived by dentists in Nigeria,10.3290/j.ohpd.a30174,23878843
Toothache among dental patients attending a Nigerian secondary healthcare setting,,24589637
The role of dentists as a stop-gap in the initial management of patients with delusional halitosis,,24488286
Oro-facial sarcomas: a review of 88 cases in a Tertiary Institution in Nigeria,,Unknown
"Prevention of dental caries: Knowledge, practice and opinion of paediatricians in Lagos",,Unknown
"Relevance of routine blood pressure assessment among dental patients in Lagos, Nigeria",10.5005/jp-journals-10024-1465,24858765
Facial fracture management in Northwest Nigeria,10.4103/2006-8808.128723,24741422
"Knowledge of preventive child oral healthcare among expectant mothers in Port Harcourt, Nigeria",10.1016/j.pdj.2013.03.002,Unknown
The efficacy of tincture of benzoin compound in the management of extraction sockets of mesio-angularly impacted mandibular third molars,10.1111/ors.12028,Unknown
Evaluating the impact of a mobile oral telemedicine system on medical management and clinical outcomes of patients with complicated oral lesions in Botswana,10.3233/978-1-61499-289-9-1074,Unknown
The Wits appraisal among a Nigerian sub-population: An assessment of dental base geometric factors,10.1590/S1677-32252013000400001,Unknown
"Oral health practices of adult inhabitants of a traditional community in Ibadan, Nigeria.",,24180150
Prevalence of dental caries and its impact on quality of life (QoL) among HIV-infected children in Kenya,10.17796/jcpd.38.1.62l1q94650j5l815,24579290
"The relation between oral impacts on daily performances and perceived clinical oral conditions in primary school children in the Ugu District, Kwazulu Natal, South Africa.",,23971286
"Paedodontic general anaesthesia and compliance with follow-up visits at a tertiary oral and dental hospital, South Africa.",,Unknown
Services rendered and barriers faced by public sector oral hygienists in two provinces of South Africa.,,23971295
"Trends and ethnic disparities in oral and oro-pharyngeal cancers in South Africa, 1992-2001.",,23971297
A survey of endodontic practices among dentists in Nigeria,10.5005/jp-journals-10024-1316,23811662
Association between breastfeeding and eruption of the first tooth in preschool children in Nigeria,,23597221
"Pain and discomfort associated with orthodontic separator placement in patients attending the Lagos University Teaching Hospital, Lagos, Nigeria.",,23781681
Occupational exposure to sharp injuries among medical and dental house officers in Nigeria,10.2478/s13382-013-0098-y,23690266
"Pharmacovigilance among dentists: A survey of practitioners in Dakar, Senegal",10.3917/spub.131.0069,18052372
Prognosis of teeth in the line of mandibular fracture: 5-year clinical and radiological follow-up.,,23441523
"Health insurance, socio-economic position and racial disparities in preventive dental visits in South Africa",10.3390/ijerph10010178,23282482
"Quality of care at a pediatric dental clinic in Ibadan, Nigeria",10.4103/1119-3077.106706,23377461
"The oral hygiene status of institution dwelling orphans in Benin City, Nigeria",10.4103/1119-3077.106732,23377468
Orofacial manifestations in HIV positive children attending Mildmay Clinic in Uganda,10.1007/s10266-012-0060-7,22362553
Adult cleft lip repair under local anesthesia: An effective technique in resource-poor settings,10.1597/11-256,22303999
"Use of plants in oral health care by the population of Mahajanga, Madagascar",10.1016/j.jep.2016.07.076,27496581
Sports-related dentofacial trauma among high school students in nairobi,,Unknown
"Perceptions and experiences of dentists towards child abuse and neglect in nairobi city county, kenya",,Unknown
"Self-medication for oral diseases in the city of Ouagadougou, Burkina Faso",10.1051/mbcb/2016042,17192172
Factors affecting dental diseases presenting at the University of Ghana Hospital,10.1186/s40064-016-3391-y,27757378
Caretaker’s caries experience and its association with early childhood caries and children’s oral health-related quality of life: A prospective two-generation study,10.1080/00016357.2016.1225981,27571601
Social gradient in the cost of oral pain and related dental service utilisation among South African adults,10.1186/s12903-016-0313-x,27814711
Prevalence and family structures related factors associated with crown trauma in school children resident in suburban Nigeria,10.1186/s12903-016-0314-9,27814704
A 10-year retrospective analysis of 64 cases of cystic lesions of the oral and maxillofacial region in a Nigerian tertiary hospital,10.5001/omj.2016.87,27974959
Oral health related quality of life (OHRQoL) following third molar surgery in Sub-Saharan Africans: An observational study,10.11604/pamj.2016.25.97.7656,28292060
Costs of a school-based dental mobile service in South Africa,10.1186/s12913-016-1827-2,27756293
Retrospective review of the anaesthetic management of maxillectomies and mandibulectomies for benign tumours in sub-Saharan Africa,10.1371/journal.pone.0165090,27788172
Comparison of the prevalence of dental caries in 12-15 year-old children with dental fluorosis and those without dental fluorosis from juja in rural Kenya,,Unknown
Use of nasal width to estimate the mesio-distal widths of maxillary anterior teeth in a Kenyan population of African descent,,Unknown
"Complications of the use of trans-osseous wire osteosynthesis in the managementof compound, unfavorable and non-comminuted mandibular angle fractures",,27752192
"Prevalence and determinants of dental anxiety among adult population in Benin City, Nigeria",10.4103/2278-9626.189252,Unknown
Odontogenic myxoma: a clinicopathological study in a South African population,10.1111/jop.12421,26822069
"Digit sucking, age, sex, and socioeconomic status as determinants of oral hygiene status and gingival health of children in suburban Nigeria",10.1902/jop.2016.150681,27240472
Association between alcohol consumption and periodontal disease among older Nigerians in plateau state: a preliminary study,10.1111/ger.12173,25440007
Oral health-related quality of life following third molar surgery with or without application of ice pack therapy,10.1007/s10006-016-0558-1,27139019
"Effects of socio-economic and behavioural factors on early childhood caries among children attending a dental clinic in nairobi, kenya",,Unknown
Do self-efficacy and depression predict oral impacts on daily performances across time? A 2-yr follow-up of students in Tanzania,10.1111/eos.12274,27086611
"Assessment of dental caries prevention program applied to a cohort of elementary school children of Kebemer, a city in Senegal",10.4103/2231-0762.189736,27652240
Dietary fluoride intake and associated skeletal and dental fluorosis in school age children in rural Ethiopian Rift Valley,10.3390/ijerph13080756,27472351
"Prevalence of developmental dental hard-tissue anomalies and association with caries and oral hygiene status of children in Southwestern, Nigeria",10.1186/s12903-016-0236-6,27430583
Malocclusion and early orthodontic treatment requirements in the mixed dentitions of a population of Nigerian children,10.4103/2278-0203.186164,27556019
Periodontal disease in patients with rheumatoid arthritis in sub-Saharan Africa: A case-control study,10.1016/j.rhum.2016.01.010,Unknown
Third molar maturity index (I3M) for assessing age of majority in a black African population in Botswana,10.1007/s00414-016-1344-1,26972694
"Hypomineralised second primary molars: Prevalence, pattern and associated co morbidities in 8- to 10-year-old children in Ile-Ife, Nigeria",10.1186/s12903-016-0225-9,27259516
Undergraduate dental education in Nigeria: perceptions of dental students and recent dental graduates,,30230805
"Facial Bone Fractures in Ile-Ife, Nigeria: An Update on Pattern of Presentation and Care",10.1007/s12663-015-0826-x,27298542
Dental needs of intellectually disabled children attending six special educational facilities in Cape Town,10.7196/SAMJ.2016.v106i6.11006,27245538
Use of caries prevention tools and associated caries risk in a suburban population of children in Nigeria,10.1007/s40368-016-0227-y,27160760
"Oral health status, knowledge, attitudes and behaviours among marginalized children in Addis Ababa, Ethiopia",10.1177/1367493515569328,25713009
Sugar consumption and dental caries experience in Kenya,10.1111/idj.12208,27060682
